Counties (Location),FormattedDate,Latitude,Longitude,Extinguished (Date),Wildfire_Probability,AcresBurned,County,Latitude (WeatherStation),Longitude (WeatherStation),Stn Id,Precip (in),precip30 (in),precip60 (in),precip90 (in),Max Air Temp (F),Min Air Temp (F),Avg Air Temp (F),Max Rel Hum (%),Min Rel Hum (%),Avg Rel Hum (%)
Los Angeles,1/4/2019,34.53765,-118.75495,2019-01-04T10:01:00Z,,62,Los Angeles,34.426361,-118.51758,204,0,2.06,2.57,2.9,68.6,35.1,49.4,49,16,32
Santa Barbara,1/4/2019,34.54305556,-120.3180556,2019-01-04T09:40:00Z,,77,Santa Barbara,34.583144,-120.07924,64,0,0.58,2.52,2.52,66,25.8,42.8,93,31,63
Los Angeles,1/4/2019,34.5486,-118.31138,2019-01-04T10:15:00Z,,1352,Los Angeles,34.592222,-118.1275,220,0,1.65,1.69,1.79,54.4,24.4,38.1,71,24,45
Santa Barbara,1/4/2019,34.576944,-119.61416,2019-01-04T09:12:00Z,,172,Santa Barbara,34.437353,-119.73742,107,0,0.29,2.43,2.83,64.8,41,52.1,80,26,58
Santa Barbara,1/4/2019,34.62412,-120.22298,2019-01-04T09:38:00Z,,110,Santa Barbara,34.583144,-120.07924,64,0,0.58,2.52,2.52,66,25.8,42.8,93,31,63
Santa Barbara,1/4/2019,34.74245,-120.18236,2019-01-04T10:25:00Z,,60,Santa Barbara,34.841878,-120.21274,165,0,0,0,0,67,38.1,48.9,97,27,63
Kern,1/4/2019,34.86022,-118.87881,2019-01-04T09:54:00Z,,62,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
Kern,1/4/2019,34.91482,-118.92485,2019-01-04T09:06:00Z,,200,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
San Luis Obispo,1/4/2019,35.05747,-120.39295,2019-01-04T10:03:00Z,,10,San Luis Obispo,35.028281,-120.56003,202,0,0.57,1.79,2.06,64,38.1,50.1,90,41,70
Santa Barbara,1/4/2019,35.11416667,-120.0922222,2019-01-04T09:16:00Z,,1014,Santa Barbara,34.841878,-120.21274,165,0,0,0,0,67,38.1,48.9,97,27,63
Kern,1/4/2019,35.1234,-118.72905,2019-01-04T09:57:00Z,,95,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
Kern,1/4/2019,35.17156,-118.51651,2019-01-04T09:16:00Z,,34,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
San Luis Obispo,1/4/2019,35.17693,-120.48861,2019-01-04T08:52:00Z,,58,San Luis Obispo,35.028281,-120.56003,202,0,0.57,1.79,2.06,64,38.1,50.1,90,41,70
San Luis Obispo,1/4/2019,35.30151,-120.64398,2019-01-04T09:04:00Z,,51,San Luis Obispo,35.305442,-120.66178,52,0,0.98,5.61,5.62,60.8,31.9,45,90,36,68
San Luis Obispo,1/4/2019,35.33916,-120.71488,2019-01-04T10:00:00Z,,260,San Luis Obispo,35.335261,-120.73588,160,0,0,0,0,61.8,32.6,45.5,94,39,72
Kern,1/4/2019,35.37444,-118.83556,2019-01-04T09:26:00Z,,2950,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
Kern,1/4/2019,35.387408,-118.817934,2019-01-04T09:32:00Z,,993,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
Kern,1/4/2019,35.51777778,-118.6525,2019-01-04T09:16:00Z,,367,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
Kern,1/4/2019,35.56888889,-118.8013889,2019-01-04T09:17:00Z,,114,Kern,35.205583,-118.77841,125,0,0.74,1.35,1.4,66,29.3,43.6,92,34,67
San Luis Obispo,1/4/2019,35.56922,-120.12441,2019-01-04T10:22:00Z,,100,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.58354,-120.624135,2019-01-04T10:06:00Z,,60,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.64917,-120.71907,2019-01-04T09:38:00Z,,37,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.663607,-120.670311,2019-01-04T10:07:00Z,,60,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.68539,-120.95157,2019-01-04T09:38:00Z,,30,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.70086,-120.97339,2019-01-04T09:41:00Z,,14,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.71859,-120.64028,2019-01-04T10:20:00Z,,25,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.73629,-120.75593,2019-01-04T10:03:00Z,,1500,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
San Luis Obispo,1/4/2019,35.75737,-120.91793,2019-01-04T10:17:00Z,,12,San Luis Obispo,35.472556,-120.64814,163,0,0.9,4.28,4.34,60.1,24.8,40.7,95,31,72
Monterey,1/4/2019,35.77017,-120.57833,2019-01-04T10:04:00Z,,10,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Tulare,1/4/2019,35.79012,-118.7393,2019-01-04T09:19:00Z,,668,Tulare,36.082056,-119.09342,169,0,0.52,1.38,1.38,57.1,24.9,38.4,97,33,69
Tulare,1/4/2019,35.826333,-118.9821,2019-01-04T10:24:00Z,,26,Tulare,35.833,-119.25596,182,0,0.3,1.25,1.25,64,30,43.6,95,30,65
Monterey,1/4/2019,35.847778,-120.343056,2019-01-04T09:23:00Z,,2225,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Monterey,1/4/2019,35.9352,-121.11936,2019-01-04T10:08:00Z,,96,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Monterey,1/4/2019,35.97677,-121.24898,2019-01-04T08:57:00Z,,150,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Kings,1/4/2019,35.97896,-119.98329,2019-01-04T09:23:00Z,,2995,Kings,36.157972,-119.85143,15,0,0.51,1.63,1.63,63.4,26.2,43.3,91,37,66
Monterey,1/4/2019,36.00912,-120.82226,2019-01-04T09:20:00Z,,650,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Fresno,1/4/2019,36.10499,-120.55324,2019-01-04T10:18:00Z,,13,Fresno,36.175833,-120.36027,205,0,0.41,0.99,0.99,67.5,31.3,49,83,20,46
Monterey,1/4/2019,36.18401,-120.69955,2019-01-04T08:54:00Z,,167,Monterey,36.121083,-121.08457,113,0,1.45,3.19,3.24,64.3,28.9,44.4,86,25,58
Tulare,1/4/2019,36.21634,-118.82989,2019-01-04T09:33:00Z,,100,Tulare,36.376917,-119.037972,258,0,0,0,0,64.3,32.1,46.6,87,37,65
Monterey,1/4/2019,36.35502,-121.1563,2019-01-04T09:04:00Z,,400,Monterey,36.347306,-121.29135,114,0,1.24,2.97,5.67,65.4,32.3,47,88,21,54
San Benito,1/4/2019,36.37532,-120.862579,2019-01-04T10:07:00Z,,215,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
San Benito,1/4/2019,36.378333,-120.901167,2019-01-04T10:14:00Z,,513,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
San Benito,1/4/2019,36.40755,-120.99322,2019-01-04T10:15:00Z,,1314,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
Tulare,1/4/2019,36.42638,-118.70443,2019-01-04T09:39:00Z,,34,Tulare,36.376917,-119.037972,258,0,0,0,0,64.3,32.1,46.6,87,37,65
Tulare,1/4/2019,36.47766,-119.10433,2019-01-04T08:51:00Z,,120,Tulare,36.376917,-119.037972,258,0,0,0,0,64.3,32.1,46.6,87,37,65
San Benito,1/4/2019,36.59036,-120.82355,2019-01-04T09:49:00Z,,116,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
San Benito,1/4/2019,36.64832,-121.03253,2019-01-04T10:13:00Z,,64,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
San Benito,1/4/2019,36.65351,-121.0454,2019-01-04T09:49:00Z,,278,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
Inyo,1/4/2019,36.6734,-118.21881,2019-01-04T09:54:00Z,,2883,Inyo,36.488611,-117.91944,183,0,0.54,0.61,0.66,55.2,23.6,35.3,85,28,57
Fresno,1/4/2019,36.696879,-119.304499,2019-01-04T09:59:00Z,,76,Fresno,36.721083,-119.38903,142,0,0.47,2.8,2.8,65.5,27.7,43.5,90,32,65
Fresno,1/4/2019,36.75581,-119.42172,2019-01-04T10:22:00Z,,108,Fresno,36.721083,-119.38903,142,0,0.47,2.8,2.8,65.5,27.7,43.5,90,32,65
San Benito,1/4/2019,36.796,-121.40604,2019-01-04T09:35:00Z,,39,San Benito,36.822861,-121.46787,143,0,0.02,1.59,1.59,59.1,28.7,41.6,98,52,84
San Benito,1/4/2019,36.83036,-121.36446,2019-01-04T10:17:00Z,,35,San Benito,36.854833,-121.36275,126,0,1.22,4.14,6.35,60.7,30.8,42.8,97,51,80
Merced,1/4/2019,36.85156,-120.77206,2019-01-04T10:26:00Z,,1756,Merced,37.096694,-120.7539,56,0,0.99,2.78,2.87,58,29,41.2,99,51,80
Fresno,1/4/2019,36.938674,-119.3127769,2019-01-04T09:47:00Z,,32,Fresno,36.721083,-119.38903,142,0,0.47,2.8,2.8,65.5,27.7,43.5,90,32,65
Santa Cruz,1/4/2019,37.0125,-122.046,2019-01-04T08:50:00Z,,17,Santa Cruz,36.997444,-121.99676,104,0,3.08,8.68,8.73,57.6,35.6,47,88,62,79
Merced,1/4/2019,37.056944,-121.01638,2019-01-04T10:24:00Z,,88,Merced,37.231861,-120.88082,92,0,1.44,3.79,3.79,56.1,22.8,37.7,95,40,73
Merced,1/4/2019,37.05876,-121.176354,2019-01-04T10:04:00Z,,185,Merced,37.231861,-120.88082,92,0,1.44,3.79,3.79,56.1,22.8,37.7,95,40,73
Santa Clara,1/4/2019,37.06367,-121.53586,2019-01-04T09:54:00Z,,116,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Santa Clara,1/4/2019,37.07793,-121.600023,2019-01-04T09:33:00Z,,20,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Merced,1/4/2019,37.08529,-121.09354,2019-01-04T10:00:00Z,,68,Merced,37.231861,-120.88082,92,0,1.44,3.79,3.79,56.1,22.8,37.7,95,40,73
Santa Cruz,1/4/2019,37.12857,-122.12036,2019-01-04T08:44:00Z,,10,Santa Cruz,36.997444,-121.99676,104,0,3.08,8.68,8.73,57.6,35.6,47,88,62,79
Santa Clara,1/4/2019,37.163594,-121.702547,2019-01-04T09:51:00Z,,51,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Santa Clara,1/4/2019,37.1769444,-121.6869444,2019-01-04T08:57:00Z,,63,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Santa Clara,1/4/2019,37.21803,-121.76828,2019-01-04T10:22:00Z,,16,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Santa Clara,1/4/2019,37.22545,-121.79189,2019-01-04T09:50:00Z,,70,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Stanislaus,1/4/2019,37.32744,-121.10903,2019-01-04T10:21:00Z,,63,Stanislaus,37.645222,-121.18776,71,0,1.98,4.32,4.32,57.2,27.5,38.7,99,51,85
Santa Clara,1/4/2019,37.33563,-121.75815,2019-01-04T09:02:00Z,,30,Santa Clara,37.015026,-121.53704,211,0,0.62,2.04,2.04,64.1,28.5,43.8,100,52,85
Merced,1/4/2019,37.33924,-120.24315,2019-01-04T10:10:00Z,,200,Merced,37.314139,-120.3867,148,0,1.4,4.94,4.94,61.6,24.4,38.8,97,35,75
